RDD ID;Name;Callsite;Parent IDs;Storage Level;Barrier;Number of Partitions;Number of Cached Partitions;Memory Size;Disk Size;Scope;Stage ID
0;dbfs:/FileStore/graph_4M.txt;textFile at NativeMethodAccessorImpl.java:0;[];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""0"",""name"":""textFile""}";0
1;dbfs:/FileStore/graph_4M.txt;textFile at NativeMethodAccessorImpl.java:0;[0];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""0"",""name"":""textFile""}";0
2;PythonRDD;groupByKey at <command-193306450925007>:31;[1];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;0
3;PairwiseRDD;groupByKey at <command-193306450925007>:31;[2];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;0
4;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[3];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""3"",""name"":""partitionBy""}";1
5;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[4];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""4"",""name"":""mapPartitions""}";1
6;PythonRDD;groupByKey at <command-193306450925007>:36;[5];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;1
7;PairwiseRDD;groupByKey at <command-193306450925007>:36;[6];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;1
8;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[7];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""5"",""name"":""partitionBy""}";2
8;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[7];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""5"",""name"":""partitionBy""}";5
9;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[8];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""6"",""name"":""mapPartitions""}";2
9;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[8];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""6"",""name"":""mapPartitions""}";5
10;PythonRDD;collect at <command-193306450925007>:39;[9];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;2
11;PythonRDD;groupByKey at <command-193306450925007>:31;[9];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;5
12;PairwiseRDD;groupByKey at <command-193306450925007>:31;[11];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;5
13;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[12];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""19"",""name"":""partitionBy""}";6
14;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[13];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""20"",""name"":""mapPartitions""}";6
15;PythonRDD;groupByKey at <command-193306450925007>:36;[14];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;6
16;PairwiseRDD;groupByKey at <command-193306450925007>:36;[15];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;6
17;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[16];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""21"",""name"":""partitionBy""}";7
17;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[16];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""21"",""name"":""partitionBy""}";12
18;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[17];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""22"",""name"":""mapPartitions""}";7
18;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[17];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""22"",""name"":""mapPartitions""}";12
19;PythonRDD;collect at <command-193306450925007>:39;[18];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;7
20;PythonRDD;groupByKey at <command-193306450925007>:31;[18];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;12
21;PairwiseRDD;groupByKey at <command-193306450925007>:31;[20];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;12
22;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[21];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""34"",""name"":""partitionBy""}";13
23;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[22];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""35"",""name"":""mapPartitions""}";13
24;PythonRDD;groupByKey at <command-193306450925007>:36;[23];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;13
25;PairwiseRDD;groupByKey at <command-193306450925007>:36;[24];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;13
26;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[25];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""36"",""name"":""partitionBy""}";21
26;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[25];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""36"",""name"":""partitionBy""}";14
27;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[26];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""37"",""name"":""mapPartitions""}";21
27;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[26];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""37"",""name"":""mapPartitions""}";14
28;PythonRDD;collect at <command-193306450925007>:39;[27];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;14
29;PythonRDD;groupByKey at <command-193306450925007>:31;[27];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;21
30;PairwiseRDD;groupByKey at <command-193306450925007>:31;[29];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;21
31;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[30];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""49"",""name"":""partitionBy""}";22
32;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[31];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""50"",""name"":""mapPartitions""}";22
33;PythonRDD;groupByKey at <command-193306450925007>:36;[32];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;22
34;PairwiseRDD;groupByKey at <command-193306450925007>:36;[33];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;22
35;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[34];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""51"",""name"":""partitionBy""}";23
35;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[34];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""51"",""name"":""partitionBy""}";32
36;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[35];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""52"",""name"":""mapPartitions""}";23
36;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[35];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""52"",""name"":""mapPartitions""}";32
37;PythonRDD;collect at <command-193306450925007>:39;[36];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;23
38;PythonRDD;groupByKey at <command-193306450925007>:31;[36];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;32
39;PairwiseRDD;groupByKey at <command-193306450925007>:31;[38];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;32
40;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[39];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""64"",""name"":""partitionBy""}";33
41;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[40];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""65"",""name"":""mapPartitions""}";33
42;PythonRDD;groupByKey at <command-193306450925007>:36;[41];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;33
43;PairwiseRDD;groupByKey at <command-193306450925007>:36;[42];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;33
44;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[43];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""66"",""name"":""partitionBy""}";34
44;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[43];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""66"",""name"":""partitionBy""}";45
45;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[44];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""67"",""name"":""mapPartitions""}";34
45;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[44];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""67"",""name"":""mapPartitions""}";45
46;PythonRDD;collect at <command-193306450925007>:39;[45];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;34
47;PythonRDD;groupByKey at <command-193306450925007>:31;[45];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;45
48;PairwiseRDD;groupByKey at <command-193306450925007>:31;[47];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;45
49;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[48];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""79"",""name"":""partitionBy""}";46
50;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[49];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""80"",""name"":""mapPartitions""}";46
51;PythonRDD;groupByKey at <command-193306450925007>:36;[50];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;46
52;PairwiseRDD;groupByKey at <command-193306450925007>:36;[51];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;46
53;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[52];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""81"",""name"":""partitionBy""}";47
54;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[53];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""82"",""name"":""mapPartitions""}";47
55;PythonRDD;collect at <command-193306450925007>:39;[54];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;47
