RDD ID;Name;Callsite;Parent IDs;Storage Level;Barrier;Number of Partitions;Number of Cached Partitions;Memory Size;Disk Size;Scope;Stage ID
26;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[25];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""36"",""name"":""partitionBy""}";14
27;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[26];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""37"",""name"":""mapPartitions""}";21
27;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[26];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""37"",""name"":""mapPartitions""}";14
28;PythonRDD;collect at <command-193306450925007>:40;[27];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;14
29;PythonRDD;groupByKey at <command-193306450925007>:32;[27];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;21
30;PairwiseRDD;groupByKey at <command-193306450925007>:32;[29];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;21
31;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[30];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""49"",""name"":""partitionBy""}";22
32;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[31];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""50"",""name"":""mapPartitions""}";22
33;PythonRDD;groupByKey at <command-193306450925007>:37;[32];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;22
34;PairwiseRDD;groupByKey at <command-193306450925007>:37;[33];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;22
35;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[34];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""51"",""name"":""partitionBy""}";23
35;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[34];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""51"",""name"":""partitionBy""}";32
36;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[35];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""52"",""name"":""mapPartitions""}";23
36;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[35];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""52"",""name"":""mapPartitions""}";32
37;PythonRDD;collect at <command-193306450925007>:40;[36];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;23
38;PythonRDD;groupByKey at <command-193306450925007>:32;[36];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;32
39;PairwiseRDD;groupByKey at <command-193306450925007>:32;[38];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;32
40;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[39];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""64"",""name"":""partitionBy""}";33
41;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[40];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""65"",""name"":""mapPartitions""}";33
42;PythonRDD;groupByKey at <command-193306450925007>:37;[41];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;33
43;PairwiseRDD;groupByKey at <command-193306450925007>:37;[42];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;33
44;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[43];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""66"",""name"":""partitionBy""}";34
44;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[43];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""66"",""name"":""partitionBy""}";45
45;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[44];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""67"",""name"":""mapPartitions""}";34
45;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[44];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""67"",""name"":""mapPartitions""}";45
46;PythonRDD;collect at <command-193306450925007>:40;[45];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;34
47;PythonRDD;groupByKey at <command-193306450925007>:32;[45];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;45
48;PairwiseRDD;groupByKey at <command-193306450925007>:32;[47];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;45
49;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[48];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""79"",""name"":""partitionBy""}";46
50;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[49];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""80"",""name"":""mapPartitions""}";46
51;PythonRDD;groupByKey at <command-193306450925007>:37;[50];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;46
52;PairwiseRDD;groupByKey at <command-193306450925007>:37;[51];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;46
53;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[52];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""81"",""name"":""partitionBy""}";47
54;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[53];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""82"",""name"":""mapPartitions""}";47
55;PythonRDD;collect at <command-193306450925007>:40;[54];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;47
