filename,algo_type,loop_counter,command,end_of_command,accum
../data/graph_5M.txt,sorted,0,start,2021-03-16 18:41:32.740990,0
../data/graph_5M.txt,sorted,1,it_map,2021-03-16 18:41:36.198681,0
../data/graph_5M.txt,sorted,1,it_groupby,2021-03-16 18:41:40.967153,0
../data/graph_5M.txt,sorted,1,it_reduce,2021-03-16 18:41:43.039086,731131
../data/graph_5M.txt,sorted,1,ded_map,2021-03-16 18:41:45.704459,1462262
../data/graph_5M.txt,sorted,1,ded_groupby,2021-03-16 18:42:02.045218,2193393
../data/graph_5M.txt,sorted,1,ded_reduce,2021-03-16 18:42:05.556381,2193393
../data/graph_5M.txt,sorted,2,it_map,2021-03-16 18:42:09.716210,0
../data/graph_5M.txt,sorted,2,it_groupby,2021-03-16 18:42:15.677516,0
../data/graph_5M.txt,sorted,2,it_reduce,2021-03-16 18:42:18.078884,1445317
../data/graph_5M.txt,sorted,2,ded_map,2021-03-16 18:42:20.801504,2890634
../data/graph_5M.txt,sorted,2,ded_groupby,2021-03-16 18:42:41.888716,4335951
../data/graph_5M.txt,sorted,2,ded_reduce,2021-03-16 18:42:48.168939,4335951
../data/graph_5M.txt,sorted,3,it_map,2021-03-16 18:42:55.774487,0
../data/graph_5M.txt,sorted,3,it_groupby,2021-03-16 18:43:05.679378,0
../data/graph_5M.txt,sorted,3,it_reduce,2021-03-16 18:43:08.149208,2835556
../data/graph_5M.txt,sorted,3,ded_map,2021-03-16 18:43:12.502723,5671112
../data/graph_5M.txt,sorted,3,ded_groupby,2021-03-16 18:43:32.196605,8506668
../data/graph_5M.txt,sorted,3,ded_reduce,2021-03-16 18:43:36.230766,8506668
../data/graph_5M.txt,sorted,4,it_map,2021-03-16 18:43:41.671114,0
../data/graph_5M.txt,sorted,4,it_groupby,2021-03-16 18:43:48.777409,0
../data/graph_5M.txt,sorted,4,it_reduce,2021-03-16 18:43:50.621080,2258260
../data/graph_5M.txt,sorted,4,ded_map,2021-03-16 18:43:54.228987,4516520
../data/graph_5M.txt,sorted,4,ded_groupby,2021-03-16 18:43:59.766980,6774780
../data/graph_5M.txt,sorted,4,ded_reduce,2021-03-16 18:44:00.473648,6774780
../data/graph_5M.txt,sorted,5,it_map,2021-03-16 18:44:01.185618,0
../data/graph_5M.txt,sorted,5,it_groupby,2021-03-16 18:44:02.896011,0
../data/graph_5M.txt,sorted,5,it_reduce,2021-03-16 18:44:03.330693,47142
../data/graph_5M.txt,sorted,5,ded_map,2021-03-16 18:44:03.812210,94284
../data/graph_5M.txt,sorted,5,ded_groupby,2021-03-16 18:44:05.275787,141426
../data/graph_5M.txt,sorted,5,ded_reduce,2021-03-16 18:44:05.606901,141426
../data/graph_5M.txt,sorted,6,it_map,2021-03-16 18:44:06.036290,0
../data/graph_5M.txt,sorted,6,it_groupby,2021-03-16 18:44:07.270230,0
../data/graph_5M.txt,sorted,6,it_reduce,2021-03-16 18:44:07.625727,0
../data/graph_5M.txt,sorted,6,ded_map,2021-03-16 18:44:08.025750,0
../data/graph_5M.txt,sorted,6,ded_groupby,2021-03-16 18:44:09.310567,0
../data/graph_5M.txt,sorted,6,ded_reduce,2021-03-16 18:44:09.599408,0
../data/graph_5M.txt,min,0,start,2021-03-16 18:44:09.649615,0
../data/graph_5M.txt,min,1,it_map,2021-03-16 18:44:11.111003,0
../data/graph_5M.txt,min,1,it_groupby,2021-03-16 18:44:14.087554,0
../data/graph_5M.txt,min,1,it_reduce,2021-03-16 18:44:15.698864,731131
../data/graph_5M.txt,min,1,ded_map,2021-03-16 18:44:18.180033,1462262
../data/graph_5M.txt,min,1,ded_groupby,2021-03-16 18:44:30.252821,2193393
../data/graph_5M.txt,min,1,ded_reduce,2021-03-16 18:44:33.527339,2193393
../data/graph_5M.txt,min,2,it_map,2021-03-16 18:44:38.105104,0
../data/graph_5M.txt,min,2,it_groupby,2021-03-16 18:44:43.794938,0
../data/graph_5M.txt,min,2,it_reduce,2021-03-16 18:44:45.893206,1445317
../data/graph_5M.txt,min,2,ded_map,2021-03-16 18:44:49.335096,2890634
../data/graph_5M.txt,min,2,ded_groupby,2021-03-16 18:45:11.354329,4335951
../data/graph_5M.txt,min,2,ded_reduce,2021-03-16 18:45:17.651739,4335951
../data/graph_5M.txt,min,3,it_map,2021-03-16 18:45:23.578331,0
../data/graph_5M.txt,min,3,it_groupby,2021-03-16 18:45:32.937919,0
../data/graph_5M.txt,min,3,it_reduce,2021-03-16 18:45:36.319033,2835556
../data/graph_5M.txt,min,3,ded_map,2021-03-16 18:45:41.631550,5671112
../data/graph_5M.txt,min,3,ded_groupby,2021-03-16 18:46:01.994703,8506668
../data/graph_5M.txt,min,3,ded_reduce,2021-03-16 18:46:07.356618,8506668
../data/graph_5M.txt,min,4,it_map,2021-03-16 18:46:13.227169,0
../data/graph_5M.txt,min,4,it_groupby,2021-03-16 18:46:22.024691,0
../data/graph_5M.txt,min,4,it_reduce,2021-03-16 18:46:28.232169,2258260
../data/graph_5M.txt,min,4,ded_map,2021-03-16 18:46:34.118254,4516520
../data/graph_5M.txt,min,4,ded_groupby,2021-03-16 18:46:39.818335,6774780
../data/graph_5M.txt,min,4,ded_reduce,2021-03-16 18:46:40.526326,6774780
../data/graph_5M.txt,min,5,it_map,2021-03-16 18:46:41.365341,0
../data/graph_5M.txt,min,5,it_groupby,2021-03-16 18:46:43.069093,0
../data/graph_5M.txt,min,5,it_reduce,2021-03-16 18:46:44.004173,47142
../data/graph_5M.txt,min,5,ded_map,2021-03-16 18:46:45.058124,94284
../data/graph_5M.txt,min,5,ded_groupby,2021-03-16 18:46:47.275179,141426
../data/graph_5M.txt,min,5,ded_reduce,2021-03-16 18:46:47.670725,141426
../data/graph_5M.txt,min,6,it_map,2021-03-16 18:46:48.122398,0
../data/graph_5M.txt,min,6,it_groupby,2021-03-16 18:46:49.240931,0
../data/graph_5M.txt,min,6,it_reduce,2021-03-16 18:46:50.152098,0
../data/graph_5M.txt,min,6,ded_map,2021-03-16 18:46:51.137938,0
../data/graph_5M.txt,min,6,ded_groupby,2021-03-16 18:46:53.220642,0
../data/graph_5M.txt,min,6,ded_reduce,2021-03-16 18:46:53.541421,0
../data/graph_5M.txt,zip,0,start,2021-03-16 18:46:53.605523,0
../data/graph_5M.txt,zip,1,it_map,2021-03-16 18:46:55.339970,0
../data/graph_5M.txt,zip,1,it_groupby,2021-03-16 18:46:58.387391,0
../data/graph_5M.txt,zip,1,it_reduce,2021-03-16 18:46:59.545024,731131
../data/graph_5M.txt,zip,1,ded_map,2021-03-16 18:47:01.206896,1462262
../data/graph_5M.txt,zip,1,ded_groupby,2021-03-16 18:47:16.499284,2193393
../data/graph_5M.txt,zip,1,ded_reduce,2021-03-16 18:47:21.012943,2193393
../data/graph_5M.txt,zip,2,it_map,2021-03-16 18:47:26.848634,0
../data/graph_5M.txt,zip,2,it_groupby,2021-03-16 18:47:32.845641,0
../data/graph_5M.txt,zip,2,it_reduce,2021-03-16 18:47:34.425251,1445317
../data/graph_5M.txt,zip,2,ded_map,2021-03-16 18:47:37.203588,2890634
../data/graph_5M.txt,zip,2,ded_groupby,2021-03-16 18:47:56.542046,4335951
../data/graph_5M.txt,zip,2,ded_reduce,2021-03-16 18:48:01.115284,4335951
../data/graph_5M.txt,zip,3,it_map,2021-03-16 18:48:07.047075,0
../data/graph_5M.txt,zip,3,it_groupby,2021-03-16 18:48:14.835992,0
../data/graph_5M.txt,zip,3,it_reduce,2021-03-16 18:48:17.056207,2835556
../data/graph_5M.txt,zip,3,ded_map,2021-03-16 18:48:21.084129,5671112
../data/graph_5M.txt,zip,3,ded_groupby,2021-03-16 18:48:40.749624,8506668
../data/graph_5M.txt,zip,3,ded_reduce,2021-03-16 18:48:44.973322,8506668
../data/graph_5M.txt,zip,4,it_map,2021-03-16 18:48:50.366178,0
../data/graph_5M.txt,zip,4,it_groupby,2021-03-16 18:48:57.694586,0
../data/graph_5M.txt,zip,4,it_reduce,2021-03-16 18:48:59.479242,2258260
../data/graph_5M.txt,zip,4,ded_map,2021-03-16 18:49:03.072845,4516520
../data/graph_5M.txt,zip,4,ded_groupby,2021-03-16 18:49:07.973749,6774780
../data/graph_5M.txt,zip,4,ded_reduce,2021-03-16 18:49:08.658530,6774780
../data/graph_5M.txt,zip,5,it_map,2021-03-16 18:49:09.445595,0
../data/graph_5M.txt,zip,5,it_groupby,2021-03-16 18:49:10.933835,0
../data/graph_5M.txt,zip,5,it_reduce,2021-03-16 18:49:11.391286,47142
../data/graph_5M.txt,zip,5,ded_map,2021-03-16 18:49:12.154926,94284
../data/graph_5M.txt,zip,5,ded_groupby,2021-03-16 18:49:13.677595,141426
../data/graph_5M.txt,zip,5,ded_reduce,2021-03-16 18:49:14.102631,141426
../data/graph_5M.txt,zip,6,it_map,2021-03-16 18:49:14.625783,0
../data/graph_5M.txt,zip,6,it_groupby,2021-03-16 18:49:15.906925,0
../data/graph_5M.txt,zip,6,it_reduce,2021-03-16 18:49:16.391512,0
../data/graph_5M.txt,zip,6,ded_map,2021-03-16 18:49:17.118339,0
../data/graph_5M.txt,zip,6,ded_groupby,2021-03-16 18:49:18.439602,0
../data/graph_5M.txt,zip,6,ded_reduce,2021-03-16 18:49:18.801005,0
../data/graph_15M.txt,sorted,0,start,2021-03-16 18:49:24.894350,0
../data/graph_15M.txt,sorted,1,it_map,2021-03-16 18:49:29.380198,0
../data/graph_15M.txt,sorted,1,it_groupby,2021-03-16 18:49:38.495897,0
../data/graph_15M.txt,sorted,1,it_reduce,2021-03-16 18:49:41.603466,1972187
../data/graph_15M.txt,sorted,1,ded_map,2021-03-16 18:49:46.408118,3944374
../data/graph_15M.txt,sorted,1,ded_groupby,2021-03-16 18:50:17.126342,5916561
../data/graph_15M.txt,sorted,1,ded_reduce,2021-03-16 18:50:23.922940,5916561
../data/graph_15M.txt,sorted,2,it_map,2021-03-16 18:50:35.548969,0
../data/graph_15M.txt,sorted,2,it_groupby,2021-03-16 18:50:50.954649,0
../data/graph_15M.txt,sorted,2,it_reduce,2021-03-16 18:50:55.890875,3900526
../data/graph_15M.txt,sorted,2,ded_map,2021-03-16 18:51:05.100625,7801052
../data/graph_15M.txt,sorted,2,ded_groupby,2021-03-16 18:53:34.457256,11701578
../data/graph_15M.txt,sorted,2,ded_reduce,2021-03-16 18:54:48.690617,11701578
../data/graph_15M.txt,sorted,3,it_map,2021-03-16 18:56:19.018944,0
../data/graph_15M.txt,sorted,3,it_groupby,2021-03-16 18:57:52.734283,0
../data/graph_15M.txt,sorted,3,it_reduce,2021-03-16 18:57:59.460980,7718165
../data/graph_15M.txt,sorted,3,ded_map,2021-03-16 18:58:13.844908,15436330
../data/graph_15M.txt,sorted,3,ded_groupby,2021-03-16 19:01:27.951674,23154495
../data/graph_15M.txt,sorted,3,ded_reduce,2021-03-16 19:02:37.500821,23154495
../data/graph_15M.txt,sorted,4,it_map,2021-03-16 19:04:02.641722,0
../data/graph_15M.txt,sorted,4,it_groupby,2021-03-16 19:05:33.153551,0
../data/graph_15M.txt,sorted,4,it_reduce,2021-03-16 19:05:41.982263,8471743
../data/graph_15M.txt,sorted,4,ded_map,2021-03-16 19:05:57.092012,16943486
../data/graph_15M.txt,sorted,4,ded_groupby,2021-03-16 19:06:15.694577,25415229
../data/graph_15M.txt,sorted,4,ded_reduce,2021-03-16 19:06:18.285348,25415229
../data/graph_15M.txt,sorted,5,it_map,2021-03-16 19:06:20.852473,0
../data/graph_15M.txt,sorted,5,it_groupby,2021-03-16 19:06:25.785314,0
../data/graph_15M.txt,sorted,5,it_reduce,2021-03-16 19:06:26.908239,233724
../data/graph_15M.txt,sorted,5,ded_map,2021-03-16 19:06:28.579329,467448
../data/graph_15M.txt,sorted,5,ded_groupby,2021-03-16 19:06:34.114160,701172
../data/graph_15M.txt,sorted,5,ded_reduce,2021-03-16 19:06:35.159533,701172
../data/graph_15M.txt,sorted,6,it_map,2021-03-16 19:06:36.483222,0
../data/graph_15M.txt,sorted,6,it_groupby,2021-03-16 19:06:42.191158,0
../data/graph_15M.txt,sorted,6,it_reduce,2021-03-16 19:06:43.507926,0
../data/graph_15M.txt,sorted,6,ded_map,2021-03-16 19:06:45.120353,0
../data/graph_15M.txt,sorted,6,ded_groupby,2021-03-16 19:06:49.216742,0
../data/graph_15M.txt,sorted,6,ded_reduce,2021-03-16 19:06:50.131714,0
../data/graph_15M.txt,min,0,start,2021-03-16 19:06:50.197673,0
../data/graph_15M.txt,min,1,it_map,2021-03-16 19:06:54.802985,0
../data/graph_15M.txt,min,1,it_groupby,2021-03-16 19:07:08.859148,0
../data/graph_15M.txt,min,1,it_reduce,2021-03-16 19:07:18.945711,1972187
../data/graph_15M.txt,min,1,ded_map,2021-03-16 19:07:31.856425,3944374
../data/graph_15M.txt,min,1,ded_groupby,2021-03-16 19:08:08.836355,5916561
../data/graph_15M.txt,min,1,ded_reduce,2021-03-16 19:08:15.293919,5916561
../data/graph_15M.txt,min,2,it_map,2021-03-16 19:08:23.840299,0
../data/graph_15M.txt,min,2,it_groupby,2021-03-16 19:08:37.582761,0
../data/graph_15M.txt,min,2,it_reduce,2021-03-16 19:08:43.758872,3900526
../data/graph_15M.txt,min,2,ded_map,2021-03-16 19:08:52.578152,7801052
../data/graph_15M.txt,min,2,ded_groupby,2021-03-16 19:11:29.698577,11701578
../data/graph_15M.txt,min,2,ded_reduce,2021-03-16 19:12:28.329397,11701578
../data/graph_15M.txt,min,3,it_map,2021-03-16 19:13:32.876214,0
../data/graph_15M.txt,min,3,it_groupby,2021-03-16 19:15:05.744812,0
